IoC,Type
sanleandroford.click,Domain
sbvdjhsadbvjfrkuvfbhdhd.com,Domain
scbhubonc.co,Domain
schmidoffice.click,Domain
scotchdale.click,Domain
secrelogrussmake.com,Domain
sembmarine-online.com,Domain
seneca-report.com,Domain
serviceproviderrs.com,Domain
servicewebofficeindex361loginemail.online,Domain
settings0365.com,Domain
shaftdesign.click,Domain
shapshap22.com,Domain
share-access-notifications.com,Domain
sharepoint-access-notifications.com,Domain
shdjfbfjfskjdfyfgngjgjg.com,Domain
shelils.com,Domain
shenoeup.com,Domain
siemens-energv.com,Domain
siktadmog.com,Domain
single-temps.com,Domain
situationintarective.com,Domain
sixspartnerrs.com,Domain
sjsjsjsjsjsjsjsssjsj.club,Domain
slakdkslpeop.com,Domain
somaloglc.org,Domain
spcc-toledo.net,Domain
sproquela.com,Domain
sroauth.xyz,Domain
ssosignons356.com,Domain
stablematerials.com,Domain
stanepp.org,Domain
steelwrists.com,Domain
stefany1990.click,Domain
stenfordedu.com,Domain
stocksfroozen.xyz,Domain
stonecastlepartnerrs.com,Domain
styguhidsyhuidsyzuhids7husd78xds7zx8ds7zx89jids.com,Domain
subsiquent-protection.xyz,Domain
substentialsecurepron.xyz,Domain
sumiy0shi.com,Domain
swesreport.com,Domain
sxhygdhsg.co,Domain
synergipartnars.com,Domain
sysvamps.com,Domain
tahoebiltmore.org,Domain
tankequipments.com,Domain
temcopi.com,Domain
teremilazer.com,Domain
terminalvfest.co.uk,Domain
terracon-report.com,Domain
terryappraisalsgroup.com,Domain
texantitle-report.com,Domain
theeveristco.com,Domain
thejyygroup.com,Domain
themaplob.com,Domain
thereportbot.com,Domain
tigoenergym1crosoft-passwd.com,Domain
tmasites.co.uk,Domain
tmhfcv.org,Domain
tonic-collective.live,Domain
tri-iinc.net,Domain
truebjj.com,Domain
tuemereliaz.com,Domain
ud8sa.com,Domain
ulakhaberlesme-online.com,Domain
unidinex.com,Domain
uniltedrental.com,Domain
unionblz.org,Domain
unltedrental.com,Domain
urbantrustscapital.com,Domain
urw-us.com,Domain
ushinsk.com,Domain
uswurskland.com,Domain
utpostra.com,Domain
uueb837en.com,Domain
uzomafoundation.com,Domain
valentern.com,Domain
vectaenvironml.xyz,Domain
venovoice.online,Domain
ventiott.com,Domain
vesonn.com,Domain
vicetelejhgvfhj.com,Domain
viewsprotech.com,Domain
villatelperu.com,Domain
vistabank-report.com,Domain
vitox.click,Domain
vm-buscall.club,Domain
vm-service.xyz,Domain
vmonlineservice.xyz,Domain
vmsendermails.xyz,Domain
vodafonex.online,Domain
von-lincs.shop,Domain
vrmarath0n.com,Domain
vurijuireiujmfdusijeruijmfudisjdsaim.com,Domain
waunacvorg.com,Domain
webcore2.com,Domain
webcore3.com,Domain
webmailservice.site,Domain
websecuritynotice.com,Domain
weldongranger.com,Domain
wellingtons-partners.com,Domain
westmariinfund.org,Domain
whoerkemshdh.com,Domain
wiliampenn.com,Domain
windssorservices.com,Domain
wis3po-1k60i5bn-jwza24.com,Domain
wittial.com,Domain
wonjiinco.com,Domain
workenterservice.com,Domain
worldexchangechbe.com,Domain
xcduoyuuwa.com,Domain
xlikk.com,Domain
yhjfdhgjdhunjdyuidesuidsuihjfdjkies.com,Domain
yickhoesgroup.com,Domain
yolmathy.com,Domain
zhongt0ng.org,Domain
1driv.online,Domain
1drv-ms.live,Domain
1dve.live,Domain
a02ed-yahoo.space,Domain
a26edc-google.link,Domain
a2ec6e-google.link,Domain
a6e0c-google.link,Domain
a6e2c-yahoo.space,Domain
acem3q-live.online,Domain
active-yahoo.com,Domain
active-yahoo.net,Domain
activity-mail.online,Domain
activity-yahoo.com,Domain
activity-yahoo.link,Domain
adjustment-yahoo.com,Domain
amcham.link,Domain
amcham.space,Domain
amcham.work,Domain
amchamdrive.work,Domain
ams-live.online,Domain
attachment-google.link,Domain
attachment-live.online,Domain
attachment-nic.online,Domain
audit-yahoo.com,Domain
auth-yahoo.us,Domain
basis-services.online,Domain
behavior-mail.online,Domain
c2ae6w-yahoo.link,Domain
c301e-ms.live,Domain
c6ab2e-live.online,Domain
c6ae0w-yahoo.link,Domain
cc-microsoft.com,Domain
cc-yahoo-core.com,Domain
check-rfa.link,Domain
cloud-amcham.link,Domain
cloud-merics.live,Domain
cloud-nic.online,Domain
continue-google.link,Domain
credit-information.online,Domain
d2ac0e-yahoo.link,Domain
d2ecl-live.online,Domain
direct-yahoo.us,Domain
dl-attachment-0o-usercontent.online,Domain
docs-fidh.space,Domain
docs-google.link,Domain
docs-ms-drive.live,Domain
documents-google.link,Domain
done-yahoo.online,Domain
down-o0-usercontent-live.online,Domain
dppmail.download,Domain
drive-amcham.live,Domain
drive-attachment-usercontent.live,Domain
drive-fidh.space,Domain
drive-files-live.online,Domain
drive-google.download,Domain
drive-gov.link,Domain
drive-merics.online,Domain
drive-mofa-vn.online,Domain
drive-mofa.com,Domain
drive-ms.link,Domain
drive-ms.live,Domain
drive-nic.online,Domain
drive-office365.com,Domain
drive-protonmail.link,Domain
drive-purdue.live,Domain
drive-rfa.link,Domain
drive-rfa.online,Domain
drive-rfa.org,Domain
drive-yahoo.com,Domain
drive-yahoo.link,Domain
e-drive.link,Domain
e-files.download,Domain
e-mailru.online,Domain
e-rfa.link,Domain
e-rfa.us,Domain
edit-google.link,Domain
edit-live.link,Domain
edit-mail.com,Domain
edit-mail.link,Domain
edit-microsoft.live,Domain
edit-yahoo.cc,Domain
edit-yahoo.space,Domain
edit-yahoo.work,Domain
eid-drive.link,Domain
eid-yahoo.link,Domain
email-gov.online,Domain
evarchiv-dena.link,Domain
ex-files.download,Domain
exg-cloud.site,Domain
exg-drive.site,Domain
exg-secure.site,Domain
exg-settings.com,Domain
fidh-services.online,Domain
files-ait.link,Domain
files-ait.org,Domain
files-amcham-tw.link,Domain
files-amcham.link,Domain
files-amnesty.space,Domain
files-ankara.online,Domain
files-attachement-ms02-live.online,Domain
files-attachment-live.link,Domain
files-attachment-mail.online,Domain
files-cier-edu.link,Domain
files-cier.link,Domain
files-ciu.online,Domain
files-dena.link,Domain
files-dpp.org,Domain
files-dpp.space,Domain
files-dsi-go-th.link,Domain
files-dsi-go.space,Domain
files-fidh.online,Domain
files-fidh.org,Domain
files-google.link,Domain
files-gov.link,Domain
files-itamaraty-gov.space,Domain
files-mac.link,Domain
files-mail-amcham.link,Domain
files-mail-indsr.link,Domain
files-mail-merics.live,Domain
files-mail.link,Domain
files-mail.online,Domain
files-merics.de,Domain
files-merics.live,Domain
files-mfa.link,Domain
files-mne.online,Domain
files-mne.space,Domain
files-mofa.com,Domain
files-mofa.link,Domain
files-mofa.space,Domain
files-ms.live,Domain
files-ms.space,Domain
files-nationalawakening.online,Domain
files-ndc.link,Domain
files-nic.link,Domain
files-nic.online,Domain
files-nic.space,Domain
files-protonmail.com,Domain
files-protonmail.link,Domain
files-rfa.link,Domain
files-rfa.online,Domain
files-rfa.org,Domain
files-rfa.space,Domain
files-taitra.org,Domain
files-tgchambers.link,Domain
files-trade-gov.link,Domain
files-trade-tw.live,Domain
files-trade.link,Domain
files-web.online,Domain
files-yahoo.link,Domain
filesmofa-gov.com,Domain
gmailcontent.online,Domain
gshort.site,Domain
handle-yahoo.com,Domain
hdrive.live,Domain
help-rfa.link,Domain
inbox-live.online,Domain
inform-live.online,Domain
inform-mail.com,Domain
init-login.space,Domain
intl-mail.link,Domain
intl-yahoo.com,Domain
issue-yahoo.com,Domain
itamaraty-gov.com,Domain
iwkuaq-live.online,Domain
je8e61f0dm.live,Domain
ldrv.live,Domain
linkid-live.online,Domain
m-edit.link,Domain
m-goog.online,Domain
m-yahoo.link,Domain
mail-apps.online,Domain
mail-drive.link,Domain
mail-gov-files.online,Domain
mail2000-cloud.com,Domain
mailfiles.download,Domain
mdrive-live.com,Domain
medit-live.online,Domain
medit-mail.link,Domain
medit-ms.live,Domain
medit-yahoo.com,Domain
mer1cs.de,Domain
merics.link,Domain
merlcs.org,Domain
mg-12.site,Domain
mg02-ymail.online,Domain
mg12-login.space,Domain
mg12-mail.link,Domain
mg23-edit.link,Domain
microsoftauthorization.com,Domain
mil-files.download,Domain
milfiles.download,Domain
modify-yahoo.com,Domain
moea.site,Domain
mofa-gov.site,Domain
mofa-vn.online,Domain
mofasec.site,Domain
mp-yahoo.com,Domain
mpz2puz-yahoo.online,Domain
ms-live.link,Domain
ms-live.online,Domain
msauth-live.online,Domain
mscloud.live,Domain
msdocs.live,Domain
msdr-file.live,Domain
msdri.live,Domain
msdrive.live,Domain
msdrive.online,Domain
msdrv.com,Domain
msdrv.link,Domain
msdrv.live,Domain
msec.live,Domain
msec.site,Domain
msft-live.link,Domain
msftsec.live,Domain
msrc-live.online,Domain
msrv-live.online,Domain
msta2e-ms.live,Domain
msv-live.online,Domain
msykrq-live.online,Domain
mtp-live.online,Domain
my-ait.link,Domain
my-amnesty.link,Domain
my-attachment-o02-drive.online,Domain
my-disk.work,Domain
my-dpp.org,Domain
my-drive.link,Domain
my-edit.info,Domain
my-edit.link,Domain
my-files.live,Domain
my-files.uk,Domain
my-google.link,Domain
my-gov.online,Domain
my-gov.site,Domain
my-gov.tw,Domain
my-hinet.net,Domain
my-hinet.online,Domain
my-live.link,Domain
my-mail.link,Domain
my-merics.link,Domain
my-merics.org,Domain
my-mofa.space,Domain
my-ms.live,Domain
my-msdrive.online,Domain
my-protonmail.com,Domain
my-purdue.com,Domain
my-rfa.link,Domain
my-rfa.online,Domain
my-rfa.org,Domain
my-security.link,Domain
my-security.live,Domain
my-settings.link,Domain
my-sso.live,Domain
my-tgchambers.link,Domain
my-yahoo.link,Domain
my-yahoo.pw,Domain
my-yahoo.work,Domain
myactive-live.online,Domain
myamcham.work,Domain
myauth-ms.live,Domain
mycloud-amcham.live,Domain
mycloud-fidh.link,Domain
mycloud-gov.link,Domain
mycloud-live.online,Domain
mycloud-ms.live,Domain
mycloud-ndc.link,Domain
mycloud-rfa.link,Domain
mycreditcard-ssl.online,Domain
mydocs-google.link,Domain
mydocs-rfa.online,Domain
mydri.site,Domain
mydri.work,Domain
mydrive-0a-files-outlook.link,Domain
mydrive-0a-ms.live,Domain
mydrive-0a-outlook.link,Domain
mydrive-docs-google.com,Domain
mydrive-docs-googleusercontent.link,Domain
mydrive-docs-ms.live,Domain
mydrive-docs-usercontent.link,Domain
mydrive-fidh.space,Domain
mydrive-file-usercontent-attachment.online,Domain
mydrive-google.link,Domain
mydrive-google.online,Domain
mydrive-mail.link,Domain
mydrive-mne-pt.space,Domain
mydrive-mofa.space,Domain
mydrive-ms.online,Domain
mydrive-nic.com,Domain
mydrive-nic.online,Domain
mydrive-nic.space,Domain
mydrive-o0-usercontent-files.online,Domain
mydrive-office.link,Domain
mydrive-rfa.online,Domain
mydrive-rfa.org,Domain
mydrive-ru.link,Domain
mydrive-taitra.link,Domain
mydrive-usercontent-0a-gmail.link,Domain
mydrive-usercontent-o02-files.online,Domain
mydrive-userfiles0a-google.com,Domain
mydrive-yahoo.link,Domain
mydrive-yahoo.space,Domain
mydrv.live,Domain
mydrv.xyz,Domain
myedit-live.online,Domain
myedit-yahoo.com,Domain
myedit-yahoo.space,Domain
myfiles-amcham.link,Domain
myfiles-content-0d-rfa.link,Domain
myfiles-dpp.link,Domain
myfiles-fidh.space,Domain
myfiles-google.link,Domain
myfiles-gov-tw.site,Domain
myfiles-ms.live,Domain
myfiles-nic.space,Domain
myfiles.live,Domain
myfiles.work,Domain
myid-ms.live,Domain
myprivate-drive.online,Domain
myprofile-ms.live,Domain
mysettings-yahoo.com,Domain
mysettings-yahoo.pw,Domain
mysettings.live,Domain
myshort.site,Domain
mysrv-yahoo.online,Domain
mysso-ms.live,Domain
nextcloud-rfa.org,Domain
nic-files.download,Domain
notification-ms.live,Domain
notifications-google.com,Domain
notifications-mail.live,Domain
ondrv.live,Domain
onedrive-merics.link,Domain
outlook-usercontent-attachment.online,Domain
outlookfiles.download,Domain
owa-files-purdue.online,Domain
owa-files.link,Domain
owa-live.online,Domain
owa-ms.live,Domain
ownfiles-fidh.pw,Domain
personalinfo-yahoo.com,Domain
personalinfo-yahoo.net,Domain
pnykrr5hrq-live.online,Domain
pri-drive.online,Domain
profile-live.link,Domain
profile-yahoo.net,Domain
prompt-yahoo.com,Domain
protection-yahoo-inc.com,Domain
qtmda-live.online,Domain
r-live.online,Domain
r3e2c6a-yahoo.online,Domain
ra-live.online,Domain
re-ms.live,Domain
redir-live.online,Domain
referrer-yahoo.online,Domain
reurl-live.online,Domain
rev-live.online,Domain
rfasec.site,Domain
rfs-yahoo.online,Domain
rs-live.online,Domain
rs-ms.online,Domain
rts-live.online,Domain
ryanvlzlw-yahoo.online,Domain
safety-yahoo.com,Domain
sec-nic.online,Domain
secure-amcham.live,Domain
secure-amnesty.online,Domain
secure-fidh-org.online,Domain
secure-fidh.link,Domain
secure-fidh.org,Domain
secure-fidh.space,Domain
secure-google.link,Domain
secure-gov.space,Domain
secure-lrs.site,Domain
secure-mail.link,Domain
secure-merics.link,Domain
secure-merics.online,Domain
secure-merics.org,Domain
secure-ms.live,Domain
secure-nic.online,Domain
secure-profile.space,Domain
secure-rfa.link,Domain
secure-rfa.online,Domain
secure-rfa.org,Domain
secure-yahoo.link,Domain
secure-yahoo.space,Domain
security-mail.link,Domain
security-merics.org,Domain
security-ms.live,Domain
security-rfa.link,Domain
security-rfa.org,Domain
setting-live.online,Domain
setting-ms.live,Domain
settings-center.live,Domain
settings-hinet.net,Domain
settings-mail.link,Domain
settings-mofavn.online,Domain
settings-ms.live,Domain
settings-office365.com,Domain
settings-purdue.space,Domain
settings-rfa.org,Domain
settings-yahoo.com,Domain
settings-yahoo.net,Domain
sft-live.online,Domain
share-google.link,Domain
short-yahoo.link,Domain
sid-yahoo.link,Domain
sign-fidh.online,Domain
signin-live.online,Domain
srf-live.link,Domain
ssl-login.space,Domain
sso-live.link,Domain
sso-ms.live,Domain
sso-ms.space,Domain
sso-rfa.online,Domain
sso-secure.live,Domain
sso-yahoo.link,Domain
sso-yahoo.work,Domain
staff-rfa.org,Domain
t-yahoo.online,Domain
tgchannbers.com,Domain
topic-live.online,Domain
tr-live.online,Domain
untreated.work,Domain
up-mail.work,Domain
up-merics.live,Domain
usercontent-mydrive.download,Domain
userfiles-fidh.space,Domain
uts-live.online,Domain
vzfxaw-ms.online,Domain
w-ymail.link,Domain
wdrive.live,Domain
web-hinet.site,Domain
webmailfiles.download,Domain
wrfa.live,Domain
ym-mail.online,Domain
ymshort.site,Domain
ysec.site,Domain
yset.site,Domain
yshort.site,Domain
zlqvmu5r-live.online,Domain
6197a69f4391998acd05a250e25b7e85,FileHash1
17824175d4b651be570fb76858d3c79ccda08cab,FileHash2
02d2c197ca966f0eb402836fcc56205f640765e3637d59d7d8bae8b462b8a926,FileHash3
241588cec792a8730d747d3afcc5460ff89c20d1d05d01ea3a1fb38960d27f8c,FileHash3
24c9ae7052760209c2a488cd0644f1e14042184a389f6cec48c2d7e3073980ac,FileHash3
53e07cd3fc2afe5ef7f413b1e631bef16c2f898588dd3b400d821bd56eea79ca,FileHash3
6adc03b1d68f678f91d6dde97dbcfc110b1ff842730008afb1c4c83da0e8d7ab,FileHash3
bd1a5325142b51aa83507648c40a628f1880be08d3ae320c1a4604df41d42cd1,FileHash3
d1deb6661df0414663012dac208bda9db1a6ed964d6da022ab8b4763cbb37f48,FileHash3
f3384e36784f88f2c83ff524f99accbc7bb3b2804a936c0d9cf10da749eca10d,FileHash3
fe93dc40b80e7a5f5ca35f5efdeefe043caffe20befaa3345ffe3560fe54518d,FileHash3
ff1b335b8c25f5879935933b05a4ae0d3a424f3c6f797dbe9b3d93f5e67cc055,FileHash3
149.154.152.37,IP
149.154.154.216,IP
149.154.154.65,IP
104.128.189.242,IP
138.68.160.176,IP
185.205.187.234,IP
bluedoor.click,Domain
cpec.site,Domain
downld.net,Domain
helpdesk-gov.info,Domain
paf-govt.net,Domain
sbp-pk.org,Domain
shortney.org,Domain
sindhpolice-govpk.org,Domain
storeapp.site,Domain
paknavy-gov-pk.downld.net,Domain
pk.downld.net,Domain
1e7517d1b1500406d82843ea1e14e487,FileHash1
3d145e7327fc8c3cd4c3ba95789dcc7b,FileHash1
5874d714fc2c5f32897be9380ff4e937,FileHash1
6087eb9c229701f20d940722bcf6dfc6,FileHash1
7dd500334e81a25bd8eb2201f5c24604,FileHash1
bc969e0fa3c879e2acb3c360e5fe6940,FileHash1
ebd0e1c2e3ee5f3a7e180ff07e697987,FileHash1
1d4e1d4a7387e1c078938e86cfd9a87ca56f3396,FileHash2
4d1539edcc25a2a66246799982fb8d4030f7f05b,FileHash2
591bd746ba951602a2ac1dc4902f4c31278eb65c,FileHash2
887781551bb75a53846ba0e1d359d2ec76304cb4,FileHash2
92037f8c1afcef8c4a16c7bc368518f55aae4d12,FileHash2
cbb4e9ccb34de07e51899ee6601dd4814920c4ae,FileHash2
14f736b7df6a35c29eaed82a47fc0a248684960aa8f2222b5ab8cdad28ead745,FileHash3
37e30dc2faaabaf93f0539ffbde032461ab63a2c242fbe6e1f60a22344c8a334,FileHash3
3818527bc78efcece9d9bc87d77efa9450c2ba5c94f8441ea557ba29d865e7d3,FileHash3
455a7ebf67aec7b4d6cc18ed930bde491c0327ba5e24968514dd9b3449a7c374,FileHash3
52ec2098ed37d4734a34baa66eb79ec21548b42b9ccb52820fca529724be9d54,FileHash3
6af9af8aa0d8d4416c75e0e3f7a20dfe8af345fb5c5a82d79e004a54f1b670dc,FileHash3
75771b5c57bc7f0d233839a610fa7a527e40dc51b2ec8cbda91fab3b4faa977f,FileHash3
8cc60b628bded497b11dbc04facc7b5d7160294cbe521764df1a9ccb219bba6b,FileHash3
ccdb436a5941ba47a8b7e110021ad98ba6dc4e0296dc973429fc0c73de5e5397,FileHash3
cd8e12cddfe71b89597b6621d538b63673c8a8a3bf47a0fa572961ca1280e5b5,FileHash3
cf22964951352c62d553b228cf4d2d9efe1ccb51729418c45dc48801d36f69b4,FileHash3
dc20873b80f5cd3cf221ad5738f411323198fb83a608a8232504fd2567b14031,FileHash3
e03da0530a961a784fbba93154e9258776160e1394555d0752ac787f0182d3c0,FileHash3
61.160.223.114,IP
317f9ff06c076e87e5b1d11242396d5f,FileHash1
4723a2a8f68c1eaf82809cff29b8e56f,FileHash1
96e4b47a136910d6f588b40d872e7f9d,FileHash1
9e6c45b6b8b20bf3c5959dbba8f27117,FileHash1
0d2eae5df6a4bbf79ec8cd3505d00c4bdabf331e,FileHash2
f788ed739241f79688653d27aeefd18c9d8142a31fe0b5342535e392c040dd9b,FileHash3
api.youkesdt.asia,Domain
datacache.cloudservicesdevc.tk,Domain
dbfe0af32013fa97e9da1809c75d590a,FileHash1
de41237968ec32f9b0a821a53464068672901515,FileHash2
61685ea4dc4ca4d01e0513d5e23ee04fc9758d6b189325b34d5b16da254cc9f4,FileHash3
14c2464e07d19666a6bbb46e1fad6a23,FileHash1
7367c9524d36f31d0ff347d3433032f8,FileHash1
b3c90a0a04b89fafbe195839a5eb51dc,FileHash1
5a94385c7caf98416bcd2b860eb150c74fd1029f,FileHash2
60f899edd8aad378b174ad9cf888bfd052e98f60,FileHash2
65daf5ed1607cc7b0b7a21f93843036dfa54ec3d,FileHash2
10fd1b81c5774c1cc6c00cc06b3ed181b2d78191c58b8e9b54fa302e4990b13d,FileHash3
2702ea04dcbbbc3341eeffb494b692e15a50fbd264b1d676b56242aae3dd9001,FileHash3
353406209dea860decac0363d590096e2a8717dd37d6b4d8b0272b02ad82472e,FileHash3
46addee80c4c882b8a6903cced9b6c0130ec327ae8a59c5946bb954ccea64a12,FileHash3
68af317ffde8639edf2562481912161cf398f0edba6e06745d90c1359554c76e,FileHash3
8e864940a97206705b29e645a2c2402c2192858357205213567838443572f564,FileHash3
a03259900d4b095d7494944c50d24115c99c54f3c930bea08a43a8f0a1da5a2e,FileHash3
ac1ea54f35fe9107af1aef370e4de4dc504c8523ddaae10d95beae5a3bf67716,FileHash3
c067869ac346d007a17e2e91c1e04ca0f980e8e9c4fd5c7baa0cb0cc2398fe59,FileHash3
c4ff3fb6a02ca0e51464b1ba161c0a7387b405c78ead528a645d08ad3e696b12,FileHash3
c63d15fe69a76186e4049960337d8c04c6230e4c2d3d3164d3531674f5f74cdf,FileHash3
f80eb2fcefb648f5449c618e83c4261f977b18b979aacac2b318a47e99c19f64,FileHash3
upxsystems.com,Domain
CVE-2022-30190,CVE
d3bddb5de864afd7e4f5e56027f4e5ea,FileHash1
eafa11070f213f16efc030f625a423d1,FileHash1
b1847c89143fad810b7a3686296b9c1e91ad087c,FileHash2
ebb0e34f44089fd4cc750b5fe0dcc14f6bb85a11,FileHash2
2318ae5d7c23bf186b88abecf892e23ce199381b22c8eb216ad1616ee8877933,FileHash3
daaa271cee97853bf4e235b55cb34c1f03ea6f8d3c958f86728d41f418b0bf01,FileHash3
144.208.77.68,IP
kompartpomiar.pl,Domain
kitten-268.frge.io,Domain
www.specialityllc.com,Domain
0152aadab26b41e3f53c95096d0e3a2e,FileHash1
3c7c1dc5f88267fc2cec0b8e412a5a49,FileHash1
4b2df0098372485369e8088eeb4cd554,FileHash1
641b7ab0d42d283f5b34de84cdcdcdc6,FileHash1
64e7ec81190ecada6848dae767c740eb,FileHash1
69c7a7c5adda09c3ce6e47c7e76d7e7e,FileHash1
7913d1a143e6fd3a8621fd22bb712200,FileHash1
a2d70e7ab7dccf5efcc32b5bbfdecad9,FileHash1
a54330bc0fdc9c9585f6024dde340177,FileHash1
b217729d1da6363232d4724f9696b6bb,FileHash1
c93ceb5c5983e1c2ddfa035ee398022c,FileHash1
0ed6451ffe34217e44355706f4900ecc,FileHash1
123b180ed44531bfbac27c6eb0bbe01d,FileHash1
3817590cf8bec4a768bb84405590272f,FileHash1
6b552512c1b6479d8a8ae526663af864,FileHash1
889c5c98e88c4889220617f57f5480f7,FileHash1
94daa776792429d1cb65edc1d525e2fc,FileHash1
ac3f2c8563846134bb42cb050813eac8,FileHash1
c195d6bb06c93b94d39e5c1a2dfc6792,FileHash1
faeb19cd668de953afd6f2c953251665,FileHash1
3dae6fc504f4c4502fc4a95a55713049e6e1f5c2,FileHash2
2ca028a2d7ae7ea0c55a1eeccd08a9386f595c66b7a0c6099c0e0d7c0ad8b6b8,FileHash3
acmarketsapp.com,Domain
gcloudsvc.com,Domain
get-kavach.in,Domain
getkavach.com,Domain
kavach-app.com,Domain
kavach-app.in,Domain
kavachdownload.in,Domain
kavachguide.com,Domain
kavachsupport.com,Domain
ncloudup.com,Domain
nic-updates.in,Domain
wzxdao.com,Domain
workbooks.open,Domain
139.59.79.86,IP
00b5d45433391146ce98cd70a91bef08,FileHash1
04a6997f0a8021b773ebb49977bc625f,FileHash1
0a3f454f94ef0f723ac6a4ad3f5bdf01,FileHash1
335849d8fb13a4a189ba92af9bdf5d1d,FileHash1
34d37f64613f3fe00086ac8d5972db89,FileHash1
3c6302fb6bdb953e2073a54b928fad9c,FileHash1
3d67ce57aab4f7f917cf87c724ed7dab,FileHash1
60e6523d29e8a9b83f4503f2e7fd7e1d,FileHash1
63cd07e805bcd4135a8e3a29fa3ceebd,FileHash1
651d72776c0394693c25b1e3c9ec55d0,FileHash1
88df70a0e21fb48e0f881fb91a2eaade,FileHash1
8a847b0f466b3174741aac734989aa73,FileHash1
